wav_filename,wav_filesize,transcript,confidence_level
./all_wav/Varzesh_ShabHayeNarenji18_190.wav,72580,مهمون ناخونده,0.92755729
./all_wav/Varzesh_ShabHayeNarenji18_192.wav,377828,زنده باشین شما می شود و همیشه تندرست سلامت باشی حسن آقا ازت ممنونم به خانواده محترم خیلی سلام برسون با هر دو عزیز علی آقای لطیفی و حسن آقامحمدی خدا,0.84713441
./all_wav/Varzesh_ShabHayeNarenji18_20.wav,244228,همه بچه های امروزی عروسک فوتبالیست ها یادش من خیلی فوتبال دوست نداشتم,0.79889613
./all_wav/Varzesh_ShabHayeNarenji18_214.wav,163172,ممنون و سپاسگزارم که امروز هم کنار شبهای نارنجی بود امیدوارم که بتونم,0.83230335
./all_wav/Varzesh_ShabHayeNarenji18_215.wav,70308,خوش گذشته باشه,0.92713064
./all_wav/Varzesh_ShabHayeNarenji18_218.wav,170372,همراهان گرامی هموطنان عزیز درود بر شما,0.89347547
./all_wav/Varzesh_ShabHayeNarenji18_219.wav,112612,مستحضر هستید متاسفانه,0.83920163
./all_wav/Varzesh_ShabHayeNarenji18_220.wav,158276,شهید فخری زاده دانشمند بزرگ کشورمان جمعه گذشته,0.83138132
./all_wav/Varzesh_ShabHayeNarenji18_221.wav,96260,به دست تروریست‌ها به شهادت,0.87098342
./all_wav/Varzesh_ShabHayeNarenji18_222.wav,263588,فعالیتهای چشمگیر او در حوزه های دفاعی هسته‌ای و پزشکی برای ائتلافی علمی کشور,0.80339628
./all_wav/Varzesh_ShabHayeNarenji18_223.wav,72964,جایگاه ویژه,0.92755729
./all_wav/Varzesh_ShabHayeNarenji18_229.wav,115588,دوستان عزیز و همراهان گرامی,0.81583726
./all_wav/Varzesh_ShabHayeNarenji18_233.wav,116580,ناگهان صدای آژیر خطر,0.92755729
./all_wav/Varzesh_ShabHayeNarenji18_234.wav,119108,خبر از حضور کم های اشغال تجاوز,0.86800492
./all_wav/Varzesh_ShabHayeNarenji18_235.wav,109924,هشت سال تمام,0.81330079
./all_wav/Varzesh_ShabHayeNarenji18_36.wav,87108,در حال مادرم,0.83835649
./all_wav/Varzesh_ShabHayeNarenji18_49.wav,55844,فرهاد,0.82377511
./all_wav/Varzesh_ShabHayeNarenji18_53.wav,83204,کسی را داشتم که باهام,0.82383668
./all_wav/Varzesh_ShabHayeNarenji18_60.wav,152708,پیدا کنیم هم برای خارج از کشور هم داخلی,0.90315902
./all_wav/Varzesh_ShabHayeNarenji18_7.wav,152484,اون موقع لژیونر مد نبود شمال جویا شدیم,0.8393261999999999
./all_wav/Varzesh_ShabHayeNarenji18_73.wav,231140,فوتبال پرسپولیس بازی کرد,0.83661902
./all_wav/Varzesh_ShabHayeNarenji18_78.wav,66596,بسیار بازیکن,0.7989282
./all_wav/Varzesh_ShabHayeNarenji18_83.wav,328548,سخت ترین مدافع بازی کرده,0.87868911
./all_wav/Varzesh_ShabHayeNarenji18_87.wav,143972,در بین همه مدافعان از مثلا,0.81028503
./all_wav/Varzesh_ShabHayeNarenji18_89.wav,271844,حالا از سنین بالا دارم عرض می کنم شما به من,0.86159188
./all_wav/Varzesh_ShabHayeNarenji18_9.wav,282532,جهت فرم فوتبالی که هر مربی خارجی که می‌آمد فوتبال ایران,0.80371356
./all_wav/Varzesh_ShabHayeNarenji18_90.wav,134116,انگار بگیرید تا فرشاد فلاحت زاده و,0.82132608
./all_wav/Varzesh_ShabHayeNarenji18_91.wav,252004,پیروانی اتوران بختیاری زاده و رحمان رضایی و خیلی خیلی,0.8924287000000001
./all_wav/Varzesh_ShabHayeNarenji18_92.wav,147204,جمله از خوبای فوتبال ما بودند ولی من,0.79227334
./all_wav/Varzesh_ShabHayeNarenji18_93.wav,58052,واقعیت,0.92755729
./all_wav/Varzesh_ShabHayeNarenji18_94.wav,121892,از همه بیشتر دله علی اکبر استاد اسدی,0.83738333
./all_wav/Varzesh_ShabHayeNarenji18_96.wav,190052,علی اکبر استاد اسدی توانمندی,0.92755729
./all_wav/Varzesh_ShabHayeNarenji19_14.wav,395844,یه کار شروع شده و اینکه,0.79756397
./all_wav/Varzesh_ShabHayeNarenji1_11.wav,286500,به نام خدا سلام و عرض ادب دارم خدمت شما شنوندگان عزیز آقای اعظمی در خدمت شما هستم,0.82291728
./all_wav/Varzesh_ShabHayeNarenji1_15.wav,50820,دربی,0.92755729
./all_wav/Varzesh_ShabHayeNarenji1_20.wav,283940,مسیر اعلام کرده که پرسپولیس بازی عقب افتاده برگزار میکنه و میره,0.81120497
./all_wav/Varzesh_ShabHayeNarenji1_26.wav,394980,چهارشنبه استقلال با گل گهر بازیکن بازی پرسپولیس برگزار شد,0.83623469
./all_wav/Varzesh_ShabHayeNarenji1_28.wav,66244,آقای اعظمی,0.89033782
./all_wav/Varzesh_ShabHayeNarenji1_31.wav,283556,بازم خیلی,0.8216511000000001
./all_wav/Varzesh_ShabHayeNarenji1_34.wav,328484,پرسپولیس باشه من میگم که شما اگر خواستی میتونی با هم دیگه بازی رو ببینم چون من رسیدی آرم بلدم قلبی تنفسی,0.86915797
./all_wav/Varzesh_ShabHayeNarenji1_36.wav,145284,عوارض فوتبالی,0.92755729
./all_wav/Varzesh_ShabHayeNarenji1_42.wav,233220,سلامت باشی شبتون بخیر در پناه خدا باشید که ارادت خدانگهدار شب خدا خدا,0.85695469
./all_wav/Varzesh_ShabHayeNarenji1_44.wav,274628,نوزاد ده دقیقه با افتخار با برنامه شش در چهار از رادیو ورزش همراه شما هستیم زنگ بزنی پیامک بدید تا ۲۰ و ۳۰ دقیقه فرصت,0.80071551
./all_wav/Varzesh_ShabHayeNarenji1_59.wav,299012,من جوابشو بدم نمیزاری دیگه پرسپولیس بعدی,0.83126628
./all_wav/Varzesh_ShabHayeNarenji1_61.wav,253988,به دقت درمانی به موقع نیاز کمک دارند برگزار می کنند,0.79312176
./all_wav/Varzesh_ShabHayeNarenji1_64.wav,367588,۱۳۰۶ ۲۲۰ ۲۱۳ ۸۷ ۲۲۳ ۱۳۸۸ برای آبگیری از برد تیم خودتون بیشتر خوشحال بشید از باخت تیم مقابل,0.85507816
./all_wav/Varzesh_ShabHayeNarenji1_69.wav,101188,اما به عنوان یک استقلالی میگم,0.83780909
./all_wav/Varzesh_ShabHayeNarenji1_70.wav,267332,ما امیدواریم که در برنده بازی باشیم اندازه ما رو خوشحال نمیکنه,0.79144353
./all_wav/Varzesh_ShabHayeNarenji1_82.wav,343268,بتولی اونم امروز تو این شرایط آب و هوایی جانانه با تعصب و غیرتمندانه بازی کردند دست همشون رو میبوسم,0.84397233
./all_wav/Varzesh_ShabHayeNarenji20_15.wav,347876,یه آدمایی هستن یا تو زندگیشون واسه خودشون کسی میشن,0.92755729
./all_wav/Varzesh_ShabHayeNarenji20_20.wav,198212,سرمربی اروپا شعبه کرد واژه تدارکاتی برد بارسا با حضور باراباشی,0.83491778
./all_wav/Varzesh_ShabHayeNarenji20_21.wav,251396,با با امیر کاروان,0.85621119
./all_wav/Varzesh_ShabHayeNarenji20_26.wav,150788,یکی از بانوان افتخارآفرینی برای همراه اول,0.87185907
./all_wav/Varzesh_ShabHayeNarenji20_4.wav,233188,کجا بودی تا الان,0.89146036
./all_wav/Varzesh_ShabHayeNarenji21_100.wav,125892,علی دایی به پرسپولیس به استقلال آمدم,0.831837
./all_wav/Varzesh_ShabHayeNarenji21_103.wav,137380,هم اتاقی بودیم و خیلی خاطرات خوبی بود که,0.86976272
./all_wav/Varzesh_ShabHayeNarenji21_11.wav,103012,آقا سلام به شما شب شما بخیر,0.92755735
./all_wav/Varzesh_ShabHayeNarenji21_111.wav,280356,اولین بازی که استقلال انجام داد کی بود کدام بازیگر اولین باری که زده‌اند,0.80054438
./all_wav/Varzesh_ShabHayeNarenji21_115.wav,271972,تازه تاسیس دوران که تمام ستاره های فوتبال,0.83076364
./all_wav/Varzesh_ShabHayeNarenji21_116.wav,175652,خیلی تیم ملی آقای حمید استیلی به من گفت,0.87136734
./all_wav/Varzesh_ShabHayeNarenji21_127.wav,111140,من از باشگاه بهمن,0.80207443
./all_wav/Varzesh_ShabHayeNarenji21_129.wav,128452,قرارداد سال اول,0.92755729
./all_wav/Varzesh_ShabHayeNarenji21_13.wav,137636,و به تمام شنوندگان خوب برنامه,0.92755729
./all_wav/Varzesh_ShabHayeNarenji21_134.wav,99812,مبلغ و مبلغ باشه,0.91021329
./all_wav/Varzesh_ShabHayeNarenji21_135.wav,137924,استقلال کجاست,0.82564723
./all_wav/Varzesh_ShabHayeNarenji21_137.wav,304068,موقع مدیرعامل موقع آقای بهمن مجاز ماشینی که به من داده و از من گرفتم فقط پول گرفته برگرد,0.91340446
./all_wav/Varzesh_ShabHayeNarenji21_138.wav,127332,باشگاه استقلال برنامه منو گرفت,0.81338847
./all_wav/Varzesh_ShabHayeNarenji21_14.wav,61156,رادیو ورزش,0.90795898
./all_wav/Varzesh_ShabHayeNarenji21_15.wav,62116,حال شما چطوره,0.92755729
./all_wav/Varzesh_ShabHayeNarenji21_154.wav,50756,خواهد بود,0.87131488
./all_wav/Varzesh_ShabHayeNarenji21_16.wav,60068,مرسی ممنون,0.92574805
./all_wav/Varzesh_ShabHayeNarenji21_161.wav,196772,کار سال ۷۴,0.83043027
./all_wav/Varzesh_ShabHayeNarenji21_163.wav,140900,ما انجام داد,0.79530877
./all_wav/Varzesh_ShabHayeNarenji21_164.wav,71172,تیم استقلال,0.90401477
./all_wav/Varzesh_ShabHayeNarenji21_172.wav,63140,جوانی,0.91807657
./all_wav/Varzesh_ShabHayeNarenji21_177.wav,125412,من خوشحال بودم که وقتی تو بازی تتلو,0.8065026999999999
./all_wav/Varzesh_ShabHayeNarenji21_19.wav,187300,خیلی متشکرم سلام عرض می کنم به شما قصه عزیز و رادیو,0.84794432
./all_wav/Varzesh_ShabHayeNarenji21_190.wav,98980,خاطرات خوبی با هم داشتیم,0.92755729
./all_wav/Varzesh_ShabHayeNarenji21_192.wav,144228,بازی مقابل هم داشتیم بعد,0.92755729
./all_wav/Varzesh_ShabHayeNarenji21_196.wav,156580,اتفاقات سال ۷۸ و ۲۲,0.83814061
./all_wav/Varzesh_ShabHayeNarenji21_198.wav,112420,گل اول را به زیبایی با ضربه سر,0.92755735
./all_wav/Varzesh_ShabHayeNarenji21_200.wav,126532,پنالتی که منجر به,0.85591507
./all_wav/Varzesh_ShabHayeNarenji21_202.wav,118404,من,0.91997963
./all_wav/Varzesh_ShabHayeNarenji21_205.wav,53316,و,0.92755729
./all_wav/Varzesh_ShabHayeNarenji21_22.wav,176516,سلام دوست خوبم,0.82702917
./all_wav/Varzesh_ShabHayeNarenji21_225.wav,208612,بازیکنی بودم که,0.92755729
./all_wav/Varzesh_ShabHayeNarenji21_228.wav,108228,خاطرات بامزه و خنده دار چند در دارد,0.80746573
./all_wav/Varzesh_ShabHayeNarenji21_23.wav,178404,خیلی خوشحالم که صداتو میشنوم,0.92755729
./all_wav/Varzesh_ShabHayeNarenji21_236.wav,121316,درخشنده,0.85444534
./all_wav/Varzesh_ShabHayeNarenji21_240.wav,181060,کم دردسر تر از کوچولو قرار دارد,0.79209054
./all_wav/Varzesh_ShabHayeNarenji21_252.wav,89508,از زمان تیم ملی,0.92755729
./all_wav/Varzesh_ShabHayeNarenji21_260.wav,60612,اول خودرو,0.82945216
./all_wav/Varzesh_ShabHayeNarenji21_261.wav,150724,خاطرات متاسفم مترجم از فوتبال ما,0.92502409
./all_wav/Varzesh_ShabHayeNarenji21_264.wav,70596,لیگ خودرو ایرانی,0.83862495
./all_wav/Varzesh_ShabHayeNarenji21_270.wav,352868,جایزه ورزشکاران ارامنه یادکرد یاد کنیم و از شادروان سرژیک تیموریان که واقعی است و در دوره حضور خودش فوتبال با و,0.84534436
./all_wav/Varzesh_ShabHayeNarenji21_271.wav,59332,روحش شاد,0.92755729
./all_wav/Varzesh_ShabHayeNarenji21_274.wav,174244,جنگنده که واقعا شاد باشه و متاسفانه,0.90158564
./all_wav/Varzesh_ShabHayeNarenji21_277.wav,135908,جزو باشگاه بود که همه,0.82399452
./all_wav/Varzesh_ShabHayeNarenji21_283.wav,175204,بازیکن باشگاه استقلال میتونه,0.83392543
./all_wav/Varzesh_ShabHayeNarenji21_284.wav,235012,کمپ ناصر حجازی که تو قلب تو بهترین نقطه تهران است کنه و همیشه,0.8741222
./all_wav/Varzesh_ShabHayeNarenji21_288.wav,165444,مجموعه انقلاب تهرانسر امیدوارم که,0.85179919
./all_wav/Varzesh_ShabHayeNarenji21_291.wav,159012,به این باشگاه بزرگ به نام هوادار,0.79854834
./all_wav/Varzesh_ShabHayeNarenji21_293.wav,180228,هر دو عزیز خیر باشه,0.83077031
./all_wav/Varzesh_ShabHayeNarenji21_30.wav,192164,قربونت عزیزم,0.79691947
./all_wav/Varzesh_ShabHayeNarenji21_31.wav,111140,کنار شما قطع هتل لاله,0.81467897
./all_wav/Varzesh_ShabHayeNarenji21_47.wav,376708,پرسپولیس بودم به خاطر در سربازی متاسفانه مربیان زمان نخست مربی,0.79076231
./all_wav/Varzesh_ShabHayeNarenji21_49.wav,274756,ذوب آهن,0.92755729
./all_wav/Varzesh_ShabHayeNarenji21_5.wav,172452,ماشین آماده هستید که بریم به سراغ گفت و گوهای,0.8292531999999999
./all_wav/Varzesh_ShabHayeNarenji21_54.wav,110308,برق قدرت,0.79586339
./all_wav/Varzesh_ShabHayeNarenji21_58.wav,113764,بازی با استقلال رشت شروع کرد,0.79756826
./all_wav/Varzesh_ShabHayeNarenji21_65.wav,310500,بعد از اون من نامه گرفتم به استقلال در حال طرفداران استقلال و باشگاه استقلال استقلال تهران,0.85472244
./all_wav/Varzesh_ShabHayeNarenji21_70.wav,298852,من انتخاب من بگم من عاشقش بودم من خیلی دوست دارم,0.8563413000000001
./all_wav/Varzesh_ShabHayeNarenji21_72.wav,226340,آقای غلامی مدیر جنگی چند بار دنبال من متاسفانه باشگاه استقلال,0.84840107
./all_wav/Varzesh_ShabHayeNarenji21_79.wav,257028,بابت نقل و انتقال من بدون پول گرفتن,0.87900907
./all_wav/Varzesh_ShabHayeNarenji21_8.wav,168292,من کلی آبی و قرمز و همسر کردی داشته باشیم برای مخاطبان,0.84486049
./all_wav/Varzesh_ShabHayeNarenji21_81.wav,118852,خواب به سراغ اعتماد اختر عزیز,0.87714046
./all_wav/Varzesh_ShabHayeNarenji21_82.wav,207172,که بدون شک واسه هواداری استقلال مشکلی محبوب هستش و همیشه دوستش داشتم,0.86430323
./all_wav/Varzesh_ShabHayeNarenji21_91.wav,284932,تیم استقلال,0.92755729
./all_wav/Varzesh_ShabHayeNarenji22_1.wav,344132,امشب در برنامه گفتیم که این جمله به نظرتون چطور باید پاسخ داده بشه بهش که توانابودهرکه چه رنگی باشد و چرا,0.87840647
./all_wav/Varzesh_ShabHayeNarenji22_11.wav,92420,آبی رنگ عشقه,0.82297063
./all_wav/Varzesh_ShabHayeNarenji22_2.wav,160548,و بعد جواب هاتون رو برای ما بفرستید,0.82457376
./all_wav/Varzesh_ShabHayeNarenji22_20.wav,272708,پرسپولیس ایرانیم حالا حالا قهرمانیم این قرمز منه دوسش دارم خیلی زیاد قهرمانی بهش میاد,0.89288533
./all_wav/Varzesh_ShabHayeNarenji22_22.wav,256100,پرسپولیس زلزله محبوب هرچی دل به پرسپولیس زیباترین عشق جهان اینو,0.92755723
./all_wav/Varzesh_ShabHayeNarenji22_25.wav,106436,قرمز خونم پرسپولیس,0.79592752
./all_wav/Varzesh_ShabHayeNarenji22_4.wav,115620,به شکل ویژه هستند شعارهای,0.92755729
./all_wav/Varzesh_ShabHayeNarenji22_45.wav,147876,یا علی مدد با فجر شیراز,0.79871434
./all_wav/Varzesh_ShabHayeNarenji22_47.wav,143076,شعار معروف طرفداران تراکتور,0.92755729
./all_wav/Varzesh_ShabHayeNarenji22_48.wav,236676,خیلی سخت و امیدوارم میخونمش گفته میشه جلال سولار سنبل سولار,0.7967666999999999
./all_wav/Varzesh_ShabHayeNarenji22_49.wav,205188,سولماز بیزیم غیرتیم ۲۰ تراکتور عاشقی,0.8086614000000001
./all_wav/Varzesh_ShabHayeNarenji22_5.wav,162148,شما برادر و بعضی هاشون خیلی بیشتر دوست دارم,0.82599127
./all_wav/Varzesh_ShabHayeNarenji22_53.wav,330116,سلام علیکم پرسپولیس که تقدیم می کنم به همه پرسپولیسی های موفق,0.79131299
./all_wav/Varzesh_ShabHayeNarenji22_56.wav,312388,تعدادی از بازی های هفته چهارم برگزار شد نساجی مازندران با یک گل نفت مسجدسلیمان با شکست پیکان استقلال بدون گل,0.81315631
./all_wav/Varzesh_ShabHayeNarenji22_60.wav,101700,در چارچوب گروه b مسابقات,0.90757179
./all_wav/Varzesh_ShabHayeNarenji22_61.wav,272516,ساعت ۹ و ۲۵ دقیقه شب شاختار دونتسک میزبان رئال مادرید است ماشین‌آلات با هم از اینترنت پذیرایی میکنه,0.83383495
./all_wav/Varzesh_ShabHayeNarenji22_64.wav,247908,یه دیدار بسیار جذاب و آتالانتا با میتیلند قرار است که بازیشون برگزار شد,0.86825228
./all_wav/Varzesh_ShabHayeNarenji22_68.wav,384836,همکار صدابرداران صفامنش این نویسندگان برنامه خانمها توفیقی و پاکروان گزارشگر برنامه سرکار خانم منصوری ارتباطات مجید,0.91035569
./all_wav/Varzesh_ShabHayeNarenji22_69.wav,298116,ابراهیمی و دو عزیزی که ما آنجا خدمت ایشان بودیم میلاد انزلی عمو نعمت,0.80682021
./all_wav/Varzesh_ShabHayeNarenji22_76.wav,142916,۲۲ قراره با ما و این موج همراه باشید,0.88222146
./all_wav/Varzesh_ShabHayeNarenji22_77.wav,124964,دو ماه پیش رو تقدیم به شما فردا روشن است,0.82774562
./all_wav/Varzesh_ShabHayeNarenji22_80.wav,98884,که در زندگی مردم است,0.86995584
./all_wav/Varzesh_ShabHayeNarenji22_81.wav,179876,‏mobarez به تولید نیاز داریم سال گذشته گفتیم رونق تولید,0.8190797
./all_wav/Varzesh_ShabHayeNarenji23_0.wav,153380,اگه هر جای دنیا اگه مسابقه پیش بینی داشت قطعاً کسی فکر می‌کرد که بود,0.84515607
./all_wav/Varzesh_ShabHayeNarenji23_10.wav,170212,زنده مستقیم تقدیم حضور شما میشه بازی دوم ایران در پنجره دوم,0.85923547
./all_wav/Varzesh_ShabHayeNarenji23_101.wav,103364,لطفاً هنگام عطسه یا سرفه,0.92755729
./all_wav/Varzesh_ShabHayeNarenji23_11.wav,115684,در مجموع بازی چهارم در کاپ آسیا,0.91160947
./all_wav/Varzesh_ShabHayeNarenji23_113.wav,265924,البته عدد ۳ هم برای طرفداران تیم های مختلف حتما به اسم تیم مورد علاقه,0.87312949
./all_wav/Varzesh_ShabHayeNarenji23_119.wav,284900,محمد قانعی از شهرستان خاتم استان یزد مخاطب دیگر من حسین قناعت و راننده تاکسی از رشت,0.90580678
./all_wav/Varzesh_ShabHayeNarenji23_121.wav,147908,تیم‌های غیر از استقلال و پرسپولیس ساعت چند است,0.82852209
./all_wav/Varzesh_ShabHayeNarenji23_123.wav,243492,۹۳۳ قائمشهر همراه شما هستم,0.82143706
./all_wav/Varzesh_ShabHayeNarenji23_125.wav,373476,خانم غزل کشاورز نوری ۱۳ ساله از کرج هم مخاطب دیگر ما یه پیام به خود آقا مهدی از سبزدشت که گفته زنده باد,0.830585
./all_wav/Varzesh_ShabHayeNarenji23_126.wav,52228,تراکتور,0.92755729
./all_wav/Varzesh_ShabHayeNarenji23_13.wav,165444,۲۳ ثانیه زمان باقیمانده ۷۳۷۰ از سوریه عقب,0.92177171
./all_wav/Varzesh_ShabHayeNarenji23_16.wav,88356,شهرداری گرگان هم هست,0.84847057
./all_wav/Varzesh_ShabHayeNarenji23_27.wav,65284,جمشیدی,0.92755729
./all_wav/Varzesh_ShabHayeNarenji23_29.wav,114756,مات و مبهوت نسبت به تصمیم داور,0.92755735
./all_wav/Varzesh_ShabHayeNarenji23_32.wav,63204,مرد اول,0.87362653
./all_wav/Varzesh_ShabHayeNarenji23_33.wav,80612,سوریه و این میدان,0.92755729
./all_wav/Varzesh_ShabHayeNarenji23_40.wav,63652,واشنگتن,0.92755729
./all_wav/Varzesh_ShabHayeNarenji23_42.wav,158436,بازی ما واگذار کنیم,0.79106265
./all_wav/Varzesh_ShabHayeNarenji23_49.wav,83940,موسوی در این بازی بوده,0.91821986
./all_wav/Varzesh_ShabHayeNarenji23_50.wav,56068,سوریه,0.92755729
./all_wav/Varzesh_ShabHayeNarenji23_53.wav,123236,۷۹ بر ۷۲,0.82300234
./all_wav/Varzesh_ShabHayeNarenji23_54.wav,64900,باور کن,0.81208122
./all_wav/Varzesh_ShabHayeNarenji23_59.wav,128676,قطر و عربستان به درجه دو درجه,0.84056145
./all_wav/Varzesh_ShabHayeNarenji23_67.wav,172836,تصمیمات زمان حساس این مسابقه به سختی آخر مهدی جمشیدی,0.79150939
./all_wav/Varzesh_ShabHayeNarenji23_68.wav,54724,نظر بدهید,0.82947969
./all_wav/Varzesh_ShabHayeNarenji23_70.wav,64388,ریسک بالا,0.88175988
./all_wav/Varzesh_ShabHayeNarenji23_75.wav,64100,بهنام یخچالی,0.80552292
./all_wav/Varzesh_ShabHayeNarenji23_8.wav,142500,آمار که دو تیم دارند الان که خدمت شما هستیم,0.83169401
./all_wav/Varzesh_ShabHayeNarenji23_80.wav,116900,جشن شادی خودشان قبل از این ۴ ثانیه پایانی,0.86850798
./all_wav/Varzesh_ShabHayeNarenji23_82.wav,392196,برای تشکر می‌کنم و به جای ماکولایی که دیدار بسکتبال ایران و سوریه رو به صورت زنده و شما گزارش از ما ۷۵۷۰ به سوریه واگذار کردیم به دیدار گل گهر سیرجان,0.79801267
./all_wav/Varzesh_ShabHayeNarenji23_87.wav,68932,فرش عقیق,0.92755729
./all_wav/Varzesh_ShabHayeNarenji23_9.wav,115652,رادیو ورزش و اپلیکیشن ایران صدا,0.87449461
./all_wav/Varzesh_ShabHayeNarenji23_91.wav,75684,ماژیک ماکارون,0.87503397
./all_wav/Varzesh_ShabHayeNarenji23_95.wav,128836,عصرتون بخیر اینجا تهران شبکه رادیویی,0.83799666
./all_wav/Varzesh_ShabHayeNarenji23_97.wav,219044,فرق ماهی که در بخش دوم تقدیم شما بزرگواران شده مورد قبولتون قرار گرفته باشه و همه عزیزان,0.83205914
./all_wav/Varzesh_ShabHayeNarenji24_20.wav,193956,گل پرسپولیس به همه هواداران خواننده ها,0.8448661
./all_wav/Varzesh_ShabHayeNarenji24_26.wav,375268,خاطرم برده پرسپولیس و نفر اول باشم که تبریک بگم داشته باشه دوست دارم زنگ بزنم چون بخیر خدا نگه دار,0.81853265
./all_wav/Varzesh_ShabHayeNarenji24_35.wav,123300,توحید شرایطی که گفته فقط,0.87319249
./all_wav/Varzesh_ShabHayeNarenji24_37.wav,155748,فردا به کی فکر می کنی,0.90490109
./all_wav/Varzesh_ShabHayeNarenji24_4.wav,278564,محمود محمدرضاطاهری محمد درخشنده مسعود خواجه وند میلاد انزلی به همه پرسپولیسی ها,0.86084068
./all_wav/Varzesh_ShabHayeNarenji24_60.wav,102436,یه لحظه فکر کردم واقعا,0.88870299
./all_wav/Varzesh_ShabHayeNarenji24_68.wav,373092,تنهایی که دارم کوه و میرم و میرم بدنسازی انجام میدم فقط دارم به اهداف و آینده به سلامتی به اینکه بهترین,0.8926514999999999
./all_wav/Varzesh_ShabHayeNarenji24_8.wav,239012,حالا به همه گفتم کارت قرمز رو بهش دادیم شما بگید داده پرسپولیس,0.80783856
./all_wav/Varzesh_ShabHayeNarenji25_102.wav,221060,زیاد نیست مشکل بد برات دارم یه طرف امروز به تو فکر می کنم,0.80924386
./all_wav/Varzesh_ShabHayeNarenji25_106.wav,80292,طلبه شدن و رفتن,0.84755933
./all_wav/Varzesh_ShabHayeNarenji25_107.wav,142628,گل خودم خط اول جنگ دارم با خودم میجنگم,0.85331947
./all_wav/Varzesh_ShabHayeNarenji25_12.wav,197444,با یک بار نگاه کردم,0.91167033
./all_wav/Varzesh_ShabHayeNarenji25_123.wav,367972,در صفحه استخدام پست مقرر اتفاق در مورد چوبی,0.82433438
./all_wav/Varzesh_ShabHayeNarenji25_135.wav,60292,باش آقا,0.79922676
./all_wav/Varzesh_ShabHayeNarenji25_136.wav,332260,به سراغ فوتبال فوتبال با شما یه ذره دیگه,0.80755872
./all_wav/Varzesh_ShabHayeNarenji25_139.wav,101188,بیشتر فضا و جوشکاری خونی,0.81378335
./all_wav/Varzesh_ShabHayeNarenji25_150.wav,149284,چی بود خاص ترین چیزی که گفتم خودت خندت گرفت,0.85061026
./all_wav/Varzesh_ShabHayeNarenji25_152.wav,170564,سخت ترین دربی تبریز,0.92099559
./all_wav/Varzesh_ShabHayeNarenji25_154.wav,110148,خیلی سرسختی,0.92755729
./all_wav/Varzesh_ShabHayeNarenji25_160.wav,67812,هادی طباطبایی,0.92755729
./all_wav/Varzesh_ShabHayeNarenji25_161.wav,71076,ماهی پلاتی,0.79241884
./all_wav/Varzesh_ShabHayeNarenji25_25.wav,53124,دلخوری,0.92755729
./all_wav/Varzesh_ShabHayeNarenji25_38.wav,132260,دلم از دست تو مونده بودی چرا بهش میگفتم,0.81519198
./all_wav/Varzesh_ShabHayeNarenji25_42.wav,152388,الان برای من به وجود آورد که آیا ما داریم ورزش,0.86286253
./all_wav/Varzesh_ShabHayeNarenji25_43.wav,117828,برای سلامتی,0.92755729
./all_wav/Varzesh_ShabHayeNarenji25_48.wav,296068,معنی ندارد و اگر در استادیوم آزادی به من باشه نمیزارم حرفایی رو میشنوم,0.91654295
./all_wav/Varzesh_ShabHayeNarenji25_52.wav,105924,تشکر کنم از جای گرم,0.87378967
./all_wav/Varzesh_ShabHayeNarenji25_55.wav,127012,کلی انرژی خوب میدی,0.83831149
./all_wav/Varzesh_ShabHayeNarenji25_57.wav,296196,یه مقدار بیشتر هوای همدیگرو داشته باشید سلامتی بهترینها حال خوب انرژی مثبت و یک,0.800744
./all_wav/Varzesh_ShabHayeNarenji25_70.wav,59396,استقلال,0.92755729
./all_wav/Varzesh_ShabHayeNarenji25_85.wav,318052,بازیکن سابق بگیم مجری بگیم هنرپیشه چی بگیم,0.90897799
./all_wav/Varzesh_ShabHayeNarenji25_88.wav,106500,چه خبرا الان کار هنری کار,0.86500502
./all_wav/Varzesh_ShabHayeNarenji25_96.wav,77956,سریالی با فیلم,0.88932949
./all_wav/Varzesh_ShabHayeNarenji25_99.wav,293892,این روزها خبرهای تلخ هم شنیدیم و جو هنرمندانی که در سال ۲۰۰۹,0.79919302
./all_wav/Varzesh_ShabHayeNarenji26_27.wav,183876,شیپور تبریز یعنی آقا,0.92755729
./all_wav/Varzesh_ShabHayeNarenji26_51.wav,155716,برد پرسپولیس,0.92755729
./all_wav/Varzesh_ShabHayeNarenji26_56.wav,251332,جمع و در این فضای کاری خونی همراه ما بودند و هم سنگ تمام گذاشتند چهابی عاشق رمضان,0.79695076
./all_wav/Varzesh_ShabHayeNarenji26_6.wav,108100,تبریک بگم,0.8281374
./all_wav/Varzesh_ShabHayeNarenji26_9.wav,167428,سلام من یه دختر استقلالی هستم,0.92755729
./all_wav/Varzesh_ShabHayeNarenji27_1.wav,188516,دو ساعت ۱۸ و ۳۰ دقیقه رسیدیم و همچنان از رادیو ورزش,0.85670161
./all_wav/Varzesh_ShabHayeNarenji27_14.wav,279748,اجازه بدین همین اول کار و خدمت شما بگم هواداران که دوست دارند راجع به همین پست نظراتتونو بگید,0.8382135000000001
./all_wav/Varzesh_ShabHayeNarenji27_15.wav,261700,از الان دست به کار بکشند ۲۲۰ ۲۱۳ ۸۷ ۲۲۰ ۲۱۳ ۸۸,0.92742962
./all_wav/Varzesh_ShabHayeNarenji27_17.wav,91140,تا به این سوال پاسخ بدید که,0.80892861
